město;nazev;datum
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2018-01-31
Šumperk;Veřejnoprávní smlouva - Společnost česko - německé;2018-02-27
Šumperk;Veřejnoprávní smlouva - Jeseníky film office 2018;2018-02-27
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2018-03-19
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace pro rok 2018;2018-03-22
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace pro rok 2018;2018-03-22
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace pro rok 2018;2018-03-22
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace pro rok 2018;2018-03-22
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2018-05-11
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2018-05-11
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2018-05-11
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2018-05-11
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2018-05-11
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2018-05-11
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2018-05-15
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2018-05-15
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2018-05-15
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2018-05-17
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2018-06-04
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2018-06-26
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2018-06-26
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2018-06-26
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2018-06-26
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2018-06-28
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace 2018 -Ar;2018-07-12
Šumperk;Opatření obecné povahy -SUCHO 2018;2018-08-09
Šumperk;Dodatek č. 1;2018-10-10
Šumperk;Dodatek č. 1 k veřejnoprávní smlouvě;2018-10-22
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace 2018 - T;2018-11-02
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2019-01-23
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2019-01-28
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2019-01-28
Šumperk;Veřejnoprávní smlouva 2019;2019-01-29
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2019-02-04
Šumperk;Veeřejnoprávní smlouva o dotaci na rok 2019;2019-03-04
Šumperk;Veřejnoprávní smlouva o dotaci na rok 2019;2019-03-04
Šumperk;Veřejnoprávní smlouva o dotaci na rok 2019;2019-03-04
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2019-03-12
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace na rok 2019;2019-03-29
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2019-04-08
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace z rozpočtu města pro rok 2019 - Spolek Artibi Šumperk;2019-04-12
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace z rozpočtu města pro rok 2019 - Jeseníky - Sdružení cestovního ruchu;2019-04-12
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace z rozpočtu města Šumperka pro rok 2019 - Společnost česko-německého porozumění;2019-04-24
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2019-05-14
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2019-05-14
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2019-05-14
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2019-05-14
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2019-05-14
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2019-05-15
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2019-05-21
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2019-05-21
Šumperk;Veřejnoprávní smlouva o sposkytnutí dotace;2019-05-24
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2019-05-24
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2019-06-27
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2019-07-16
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2019-07-16
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2019-09-27
Šumperk;Dodatek č. 1 - veřejnoprávní smlouva o poskytnutí dotace na rok 2019;2020-01-02
Šumperk;Dodatek č. 1 k veřejnoprávní smlouvě o dotaci na rok 2019;2020-01-02
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2020-02-04
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2020-01-28
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2020-01-28
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2020-02-11
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace pro rok 2020;2020-02-20
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace pro rok 2020;2020-02-20
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace z rozpočtu města Šumperka 2020 - Spolek Artibi Šumperk;2020-03-02
Šumperk;Veřejnoprávní smlouva o dotaci na rok 2020;2020-03-05
Šumperk;Dům kultury Šumperk, s. r. o. veřejnoprávní smlouva;2020-03-11
Šumperk;Divadlo Šumperk, s. r. o. veřejnoprávní smlouva;2020-03-11
Šumperk;Divadlo Šumperk, s. r. o. veřejnoprávní smlouva;2020-03-11
Šumperk;Veřejnoprávní smlouva ŠSA s. r o.  zimní stadion;2020-03-11
Šumperk;Veřejnoprávní smlouva ŠSA s. r. o. provoz bazénů;2020-03-11
Šumperk;Veřejnoprávní smlouva o dotaci na rok 2020;2020-03-09
Šumperk;Veřejnoprávní smlouva o dotaci na rok 2020;2020-03-06
Šumperk;Veřejnoprávní smlouva o dotaci na rok 2020;2020-03-05
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace z rozpočtu města Šumperka 2020 - Spolek Artibi Šumperk;2020-03-02
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace z rozpočtu města 2020 - Jeseníky film office;2020-03-19
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2020-03-23
Šumperk;Okruh údajů zjistitelných automatizovaným způsobem;2020-03-25
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2020-06-24
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2020-06-24
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2020-06-25
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2020-06-26
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2020-06-26
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2020-06-26
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2020-06-26
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2020-08-10
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2020-08-11
Šumperk;Dodatek č. 1 k veřejnoprávní smlouvě o poskytnutí dotace;2020-09-09
Šumperk;Dodatek č. 1;2020-12-15
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2021-01-25
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2021-01-28
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2021-02-03
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2021-02-04
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2021-02-04
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2021-02-11
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2021-02-15
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2021-02-15
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2021-02-15
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2021-02-15
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2021-02-15
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2021-05-04
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2021-05-04
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2021-05-04
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2021-05-04
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2021-05-04
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2021-05-04
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2021-05-04
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2021-05-04
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2021-05-04
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2021-05-04
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2021-05-04
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2021-05-07
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2021-05-19
Šumperk;Veřejnoprávní smlouva o dotaci na rok 2021;2021-06-11
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace v roce 2021_oprava plotu;2021-07-27
Šumperk;Informace správce daně;2021-09-15
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2021-11-30
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2021-12-14
Šumperk;Veřejnoprávní smlouva o dotaci na rok 2021_dodatek č. 1;2022-01-05
Šumperk;Veřejnoprávní smlouva o dotaci na rok 2022;2022-01-18
Šumperk;Veřejnoprávní smlouva o dotaci na rok 2022;2022-01-18
Šumperk;Veřejnoprávní smlouva o dotaci na rok 2022;2022-01-18
Šumperk;Veřejnoprávní smlouva o dotaci na rok 2022;2022-01-18
Šumperk;Veřejnoprávní smlouva o dotaci na rok 2022;2022-01-18
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2022-01-25
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2022-01-25
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2022-01-25
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2022-01-31
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2022-01-31
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2022-02-23
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2022-04-26
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2022-04-27
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2022-05-03
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2022-05-03
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2022-05-03
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2022-05-03
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2022-05-03
Šumperk;Dům kultury Šumperk, s. r. o. veřejnoprávní smlouva;2022-05-04
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2022-05-04
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2022-05-04
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2022-05-06
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2022-05-06
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2022-06-01
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2022-06-13
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2022-07-18
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2022-07-18
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2023-01-10
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2023-01-12
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2023-01-12
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2023-01-16
Šumperk;Veřejnoprávní smlova o poskytnutí dotace;2023-01-18
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2023-01-25
Šumperk;Veřejnoprávní smlouva o dotaci na rok 2023;2023-02-01
Šumperk;Veřejnoprávní smlouva o dotaci na rok 2023;2023-02-01
Šumperk;Veřejnoprávní smlouva o dotaci na rok 2023;2023-02-01
Šumperk;Veřejnoprávní smlouva o dotaci na rok 2023;2023-02-01
Šumperk;Veřejnoprávní smlouva o dotaci na rok 2023;2023-02-01
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2023-02-06
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2023-02-20
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2023-05-03
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2023-05-03
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2023-05-05
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2023-05-05
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2023-05-05
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2023-05-09
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2023-05-12
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2023-05-15
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2023-05-15
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2023-05-15
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2023-05-19
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2023-05-23
Šumperk;Veřejnoprávní smlouva o poskytnutí dotace;2023-05-23
Šumperk;Rozhodnutí hejtmana Olomouckého kraje;2023-07-13
Šumperk;Veřejnoprávní smlouva o dotaci na rok 2023;2023-09-27
Šumperk;Oznámení;2024-01-12
Šumperk;Oznámení o zveřejnění rozpočtu v souladu se zákonem č. 250/2000 Sb.;2024-01-31
Šumperk;Oznámení o konzumaci alkoholu na veřejném prostranství v době pořádání kulturních a společenských akcí;2024-03-28
Šumperk;Výzva k odstranění vozidla;2024-04-25
Šumperk;Informace o počtu a sídle volebních okrsků;2024-04-23
Šumperk;Hromadný předpisný seznam;2024-04-29
Šumperk;Hromadný předpisný seznam;2024-04-29
Šumperk;Vyúčtování vodného a stočného za rok 2023;2024-04-30
Šumperk;Výběrové řízení;2024-05-01
Šumperk;Dražební vyhláška;2024-05-02
Šumperk;Aukční vyhláška;2024-05-03
Šumperk;Vyhlášení nálezů;2024-05-06
Šumperk;Výzva;2024-05-07
Šumperk;Upozornění na odstávku elektřiny;2024-05-10
Šumperk;Dražební vyhláška;2024-05-14
Šumperk;Návh opatření obecné povahy;2024-05-14
Šumperk;Opatření obecné povahy;2024-05-14
Šumperk;Zahájení územního řízení;2024-05-15
Šumperk;Opatření obecné povahy;2024-05-15
Šumperk;Výběrové řízení;2024-05-15
Šumperk;Dražební vyhláška;2024-05-21
Šumperk;Dražební vyhláška;2024-05-15
Šumperk;Opatření obecné povahy;2024-05-17
Šumperk;Oznámení o návrhu opatření obecné povahy;2024-05-17
Šumperk;Oznámení o zahájení vodoprávního řízení;2024-05-20
Šumperk;Oznámení o konání veřejného projednávání návrhu změny č. 1 ÚP Oskava;2024-05-21
Šumperk;Opatření obecné povahy;2024-05-20
Šumperk;Změna územního rozhodnutí;2024-05-21
Šumperk;Opatření obecné povahy;2024-05-21
Šumperk;Opatření obecné povahy;2024-05-22
Šumperk;Výběrové řízení;2024-05-20
Šumperk;Výběrové řízení;2024-05-20
Šumperk;Vyhlášení konkurzního řízení;2024-05-21
Šumperk;Návh opatření obecné povahy;2024-05-22
Šumperk;Opatření obecné povahy;2024-05-22
Šumperk;Opatření obecné povahy;2024-05-22
Šumperk;Opatření obecné povahy;2024-05-23
Šumperk;Pronájem majetku;2024-05-22
Šumperk;Pronájem majetku;2024-05-22
Šumperk;Pronájem majetku;2024-05-22
Šumperk;Exekuční příkaz;2024-05-23
Šumperk;Změna územního rozhodnutí;2024-05-24
Šumperk;Oznámení o návrhu opatření obecné povahy;2024-05-23
Šumperk;Opatření obecné povahy;2024-05-24
Šumperk;Výzva;2024-05-24
Šumperk;Opatření obecné povahy;2024-05-24
Šumperk;Opatření obecné povahy;2024-05-24
Šumperk;Opatření obecné povahy;2024-05-24
Židlochovice;Veřejnoprávní smlouvy uzavřené městem Židlochovice;2017-03-13
Židlochovice;Smlouvy o dotaci spolkům nad 50 tis;2019-06-13
Židlochovice;Obecné informace o  výsledcích kontrol za rok 2018;2019-10-04
Židlochovice;Oznámení - Veřejná vyhláška - Změna č.I ÚP Těšany;2020-02-07
Židlochovice;ROZHODNUTÍ  o nařízení regulace způsobu řízení a organizace dopravy;2020-03-17
Židlochovice;Rozhodnutí  - Nařízení nošení ochranných prostředků dýchacích cest (roušky, respirátoru, šátku, šály a obdobné tkaniny);2020-03-19
Židlochovice;Řád veřejného pohřebiště města Židlochovice;2020-05-04
Židlochovice;MŠ rozpočet na r.2021 s výhledem na r. 2022 -2023;2020-12-14
Židlochovice;ZŠ rozpočet na r.2021 s výhledem na r. 2022 - 2023;2020-12-14
Židlochovice;Rozpočet ZŠ a MŠ Židlochovice na rok 2022 s výhledem na roky 2023, 2024;2021-12-22
Židlochovice;Místní poplatky;2022-01-12
Židlochovice;Změna pobytu, Ohlášení změn pro držitele dočasné ochrany pro občany UA ,  Leták INFO Ukrajina,;2022-05-04
Židlochovice;Veřejnoprávní smlouva č. 0097/2022  o poskytnuti dotace města Židlochovice Remunda Luděk;2022-06-14
Židlochovice;Veřejnoprávní smlouva č. 0098/2022  o poskytnuti dotace města Židlochovice  Brázda Petr;2022-06-14
Židlochovice;Veřejnoprávní smlouva č. 0099/2022  o poskytnuti dotace města Židlochovice  Urbánek Tomáš, MVDr. Jindřich Vašák, Vašáková Hana;2022-06-14
Židlochovice;ZÁVĚREČNÝ  ÚČET  ZA  ROK   2021,   Roční zpráva o finanční kontrole za rok 2021,  Zpráva o výsledku přezkoumání hospodaření za rok 2021,  Sestava FIN 2021;2022-07-01
Židlochovice;Místní poplatky  – okruh údajů, které si správce poplatku zjišťuje z rejstříků a evidencí sám;2022-09-26
Židlochovice;Oznámení o vyhlášení revize katastru nemovitostí  v katastrálním území Židlochovice;2022-10-13
Židlochovice;MŠ  - schválený rozpočet na rok 2023 s výhledem na rok 2024 a 2025;2022-12-14
Židlochovice;ZŠ - schválený rozpočet na rok 2023 s výhledem na rok 2024 a 2025;2022-12-14
Židlochovice;Návrh rozpočtu na rok 2023 ,    Návrh střednědobého výhledu rozpočtu 2024-2025;2022-11-24
Židlochovice;Poskytnutí informace o počtu a sídle volebních okrsků pro volbu prezidenta  České republiky, která se bude konat ve dnech 13. a 14. ledna 2023 (I. kolo), případné II. kolo ve dnech 27. a 28. ledna 2023;2022-11-29
Židlochovice;Rozpočtové opatření rozpočtu 2023;2023-03-22
Židlochovice;Závěrečný účet za rok 2022,  Výkaz pro hodnocení plnění rozpočtu za rok 2022, Výkaz zisku a ztráty za rok 2022, Rozvaha za rok 2022, Auditorská zpráva 2022, MŠ Židlochovice - výroční zpráva za r.2022,  ZŠ Židlochovice - výroční zpráva za r.2022;2023-06-28
Židlochovice;Informace o zájmu Státního pozemkového úřadu odkoupit pozemky v katastrálním území Židlochovice z důvodu rozšíření rezervy státních pozemků podle zákona č. 503/2012 Sb., ve znění pozdějších předpisů;2023-11-28
